uid,user_id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
50721,taPq7IxYskEWH7Vfc261pQ,Danielle,2010,2010-03-13,672,1087,35,0,3,31,10,9,2,5,26,69,53,53,52,3
51062,G9Vb6yQ047TC3O_-GG4WZA,Connie,1538,2005-10-05,21625,9984,19642,0,4,6845,216,228,1339,124,1133,4257,4522,4522,945,853
51063,Y6XH1iNsuuGAcO5nODI6rg,Michael,1521,2009-05-04,806,161,186,0,4,40,11,16,3,2,63,239,137,137,72,35
51133,9TT_mBR1xKn5I62vg1yu7w,Athena,1483,2007-09-25,579,165,197,0,3,112,18,10,17,14,52,162,172,172,80,30
51960,sLIn9oBM0aw9q2R9G1oCew,Mia,1078,2007-07-05,611,289,823,0,3,324,31,13,41,10,163,137,478,478,102,34
51965,eurIEcpGa_tTi1LMWa1pUA,Wes,1221,2006-12-12,184,168,108,0,3,49,14,4,2,5,37,81,73,73,46,4
52054,CSsZKyjgef2GS20JtP4W2w,James,1093,2009-02-09,5,6,5,0,3,1,8,3,0,2,21,10,4,4,5,1
52055,1h_UV-EwzmqZIB8uErf8ow,Rachel,1056,2005-07-29,422,99,275,0,3,53,13,13,12,35,38,68,82,82,43,13
52068,oCYxjlqjpnW5WJAo6HNR0A,Alison,1246,2007-07-09,12,25,4,0,3,60,13,4,6,8,32,55,72,72,63,9
52526,PsF-A4zQ2n7o1SF6oUNjcw,Kymberli,1487,2006-09-11,1016,523,813,0,3,141,10,5,10,7,124,152,202,202,26,52
52825,gZ7mbHLlQsLd6S_i5U69tQ,Nicole,1312,2009-01-01,56,5,2,0,3,23,4,1,0,1,16,38,37,37,26,8
53093,MurRkRS5aYaa1IfaRY20_Q,Denis,1867,2008-01-03,633,525,512,0,3,101,19,8,8,21,63,104,261,261,70,6
53098,hQYc90YPvI5WAhxUF4Bo5Q,Jeff,1260,2008-02-20,17,18,18,0,3,273,64,16,18,33,185,296,303,303,139,26
53449,ggl6fl-PM5O1WrdReL0l4A,Michael,1311,2008-01-28,665,365,358,0,3,51,11,9,1,1,36,116,125,125,45,28
53592,fQcfRZkcOO-MXFYD5umf2w,Alan,1287,2008-03-04,44,7,8,0,3,28,17,6,2,3,31,59,47,47,21,4
53901,qgXcgfdrk5tzmLBq4_h6mQ,James,1857,2011-11-09,19,21,15,0,3,120,22,16,10,1,84,266,263,263,183,207
53924,w5bAI7USuCvyl8kZzj6sQw,Diana,1388,2007-05-24,346,98,246,0,3,155,18,15,17,10,129,293,242,242,87,108
53961,j14WgRoU_-2ZE1aw1dXrJg,Daniel,2528,2009-01-25,952,948,903,0,3,738,208,161,140,141,1175,4125,2167,2167,1108,730
54306,-x1516ZG5GllZiBjDQlRkA,Rachel,1443,2006-12-19,15430,3248,16086,0,3,2104,119,173,202,43,806,2277,2410,2410,833,222
54337,pW9LvtC-hZ0PRAOUn7aZ2A,Matthew,1912,2006-05-16,22129,3889,8307,0,3,79,24,5,12,40,152,323,165,165,56,38
54800,UsXqCXRZwSCSw0AT7y1uBg,Candice,2391,2008-01-25,20228,19968,20087,0,3,3380,266,295,366,155,1611,5051,3227,3227,1312,785
54835,Ryxj0u0AW3mRsRypdYli2A,Arnel,1648,2010-04-30,474,57,48,0,4,18,4,3,2,1,21,33,41,41,17,23
55023,gfY-BGAJMINto1WK8w6orw,Shy,1016,2009-12-29,60,82,39,0,3,56,7,6,4,2,38,80,89,89,29,10
55053,QnIrewrXxFnssw_gG1gF-Q,Sarah,1936,2010-07-10,4221,4256,4140,0,4,1780,165,120,145,69,912,1863,2074,2074,795,724
55078,HXwc6YOOq6hcZl0ovFeHiQ,Charles,1218,2009-07-06,5649,2668,3062,0,3,52,11,2,5,0,61,122,137,137,49,31
55079,rrTmcv7FtbwgjAinmS9uTA,Randi,1127,2007-11-08,9063,4795,3834,0,3,657,53,51,86,16,539,1300,1376,1376,584,287
55093,nj3syiLs3lABLtPVyL0ivA,Javier,1999,2008-03-05,382,312,324,0,3,648,126,63,52,34,778,749,1138,1138,608,153
55486,ZXNwO2bY3QTYP0k_5bhG1A,Dan,1112,2007-10-10,9659,2544,9509,0,3,1523,270,493,57,130,581,1492,3156,3156,1182,657
56605,GYoYKIlYfxh7JmEReCxIig,Sarah,1003,2008-06-05,257,162,142,0,3,104,64,14,10,2,104,43,114,114,142,6
58177,-gokwePdbXjfS0iF7NsUGA,eric,1117,2007-05-27,1,4,0,0,3,3,6,2,0,1,13,3,14,14,5,1
58178,UVs_7nPjqK_W_ap96IClpA,Sam,1042,2012-09-30,14,7,9,0,3,19,9,10,3,1,25,26,44,44,27,11
58451,g8j2ci2FcvmocszcO6ypNw,Tom,1085,2011-06-25,5007,4844,4901,0,3,846,79,90,52,36,487,1567,1227,1227,555,363
60011,kLm3B6LeboEZWX_4otpILA,Izzat,1080,2010-04-11,16,10,4,0,3,4,0,2,1,1,7,26,12,12,5,3
60080,yY5KBM05U8C8b1HjNkej7A,Monika,1935,2013-07-03,546,36,49,0,4,103,122,10,15,2,556,777,197,197,193,362
60265,6ivd2u_gj1f42Ep5WKue4Q,Eve,1092,2007-08-06,37,56,27,0,3,51,8,2,2,4,23,34,55,55,21,9
60308,5kMii2JySygayQpyPBjqCA,Alexandra,1215,2010-06-19,124,89,28,0,3,47,7,1,2,10,78,62,96,96,42,7
60349,XKvbfNylF6Yq8hpwqaZrhA,Mihir,1258,2006-03-03,458,392,304,0,3,22,10,4,8,0,46,76,69,69,16,2
60791,4mjnkd8oJVCfBKN3i4rB-g,Tricia,1123,2008-11-27,1290,1052,970,0,3,165,23,22,15,10,118,225,215,215,114,86
60863,RdWSULQ8vryTjiC7O2r5wA,Sarah,1078,2008-01-09,190,183,134,0,4,205,59,26,48,26,111,108,302,302,141,33
60864,PkNs-Rw6MHQfu6j5pBZMMw,Maria,2683,2009-09-28,643,577,628,0,3,2091,152,241,250,70,854,2088,1900,1900,614,588
60927,8qRUM-dShbtwHfjAJdpPRg,Brian,1070,2008-01-14,18,17,19,0,4,4,3,2,0,0,4,7,16,16,6,0
61452,fHH6b6yDm1PSoC0G7VPRdA,Ro,2146,2007-07-16,369,118,92,0,3,233,39,36,60,13,286,443,361,361,61,27
61589,xTGpw0x5EUj11YFhwr6m2A,Jim,1303,2008-11-03,2384,1935,2162,0,3,516,50,34,12,35,346,707,873,873,483,183
61594,Hi10sGSZNxQH3NLyWSZ1oA,Fox,3006,2009-05-26,31071,30990,30950,0,3,1764,189,178,60,29,997,2072,2457,2457,958,638
61625,U9yWtQO_0LPjtaU9jN0JsA,Jean,1922,2006-11-28,137,79,39,0,3,46,9,2,4,9,26,51,83,83,40,9
61676,0XXIv9a0LWiaCjAkurjMMQ,David,1086,2005-12-15,30755,20399,195160,0,3,1741,153,62,177,45,381,2534,2291,2291,726,97
61721,vJ9GXhmGZhpZA_HSt4VhGA,Tiffany,1009,2010-03-27,155,58,43,0,3,8,3,1,0,0,15,34,31,31,24,1
61842,vsKRK50xBL8hy3Kb_dqGlg,Wendy,1263,2006-06-02,1150,2917,22,0,3,23,9,4,4,22,33,35,64,64,21,2
61849,Mu6wz7_d6OBgRqkl4_NaXw,Kathleen,1444,2005-07-20,1735,265,470,0,3,343,49,14,26,196,147,201,391,391,194,23
61857,p4UcEYTLJyh96o1R8wrJaQ,Claudia,1171,2010-07-06,661,620,613,0,3,293,55,53,11,21,214,576,447,447,285,153
61869,lAW03ccfMEuRZiDqvVgc0w,Kristin,1057,2011-06-03,2200,536,960,0,4,167,14,3,11,7,143,432,189,189,99,74
61877,I2qJvA0tbGdZJ3XrwzwfzA,Randoll,1350,2009-02-27,491,379,525,0,3,293,34,19,7,0,223,317,608,608,235,227
61936,BZZKX1-LuWoruSstXPzanQ,Jaimee,1415,2011-02-27,1386,315,1575,0,3,64,22,10,7,9,70,191,158,158,97,19
62022,qmVXmbchh1V-PYSpvWU_rw,Adam,1532,2008-06-23,5,0,1,0,3,4,6,4,0,1,19,20,28,28,12,1
68640,OV6JZ1M5ov65F8PWQzhG-Q,Saira,1028,2011-08-22,1827,460,477,0,3,10,6,5,3,1,18,51,34,34,32,4
68831,BVKJF0OYYy9uqOEmEL37bw,Matt,1374,2007-02-02,136,65,9,0,4,23,7,4,11,0,18,27,33,33,16,2
69194,IC0awH6Csw-25fQSfnwNiQ,Heiko,1649,2012-06-28,49527,2234,35608,0,3,932,483,70,167,18,1006,4073,1630,1630,761,1882
69198,47L1cPtV-jeUt0BAOZlTuQ,Roland,1313,2013-04-07,10036,1525,8817,0,3,282,347,16,94,2,697,2949,661,661,463,1127
69343,8Zocr6jVED5JQEBvqwEBZw,Pasquale,1419,2008-02-18,1113,217,187,0,3,130,19,15,1,5,169,323,300,300,200,25
69431,YoaQY0EZmhYCgTLtz5sd2w,Kim,1105,2008-07-06,436,23,3,0,3,29,6,2,6,2,25,28,52,52,23,8
69527,SUAFCKtkx8RrQ6EgJQIVrw,GT,1417,2011-05-08,292,32,17,0,3,8,6,1,0,0,13,23,20,20,36,5
69818,hqojrGeufv6qYpN00R-OsA,William,1392,2007-08-07,513,265,313,0,3,10,9,1,0,2,32,47,35,35,35,2
70670,U13tLFucJNz1fNv_Xgdj0g,Mel,1801,2005-07-18,18,12,11,0,4,10,4,3,0,4,6,11,23,23,15,1
70932,5ju4tmqmdYS3QquclUxIkg,Sheri,1415,2013-06-29,1140,104,90,0,3,9,4,0,0,0,25,68,21,21,3,5
70959,djxnI8Ux8ZYQJhiOQkrRhA,Abby,1822,2008-05-09,18300,5557,12555,0,4,2482,207,206,255,99,1927,8741,3466,3466,880,474
71026,oW2bCSJ5bIHyRnoZvkHwDg,"Uncle Fishbits Aeneas",1630,2006-07-13,310,267,264,0,4,218,52,17,81,14,209,381,452,452,131,85
71265,m5cBT7OYfn0HM0d-RCsdZQ,Miika,1616,2006-07-15,2209,799,1898,0,3,1637,162,95,139,34,468,899,1524,1524,597,382
71769,BI4lPhrUpmEySIJUywjIjQ,Dee,1568,2005-07-08,1721,513,1262,0,3,161,17,8,65,46,151,211,205,205,41,47
71786,viwKpVVaOhWur77Sh4L4cw,Char,1477,2007-04-16,154,55,36,0,3,25,8,2,0,1,18,28,40,40,22,5
71908,Qx-5FRNpL14H2TtIKmB1kA,Robert,1011,2007-09-24,1108,465,183,0,3,23,8,1,6,0,53,116,50,50,33,5
72807,vx6BAchvzvetqHOOe3-sQg,J,1364,2008-12-29,1,0,0,0,3,4,4,1,0,1,9,8,4,4,2,6
73300,6oJzbP6dqPYoaSuCNKaITw,Mike,1228,2007-10-27,11,2,2,0,3,8,8,1,0,1,33,23,20,20,6,0
74798,A_OETe5Xr26FTNRPkRQ4zw,Nicole,1516,2007-08-03,83,59,33,0,3,479,56,38,39,19,351,461,582,582,234,71
74822,EDBTE8HMO-iN5hAi9B382A,Cindy,1718,2009-07-02,550,512,524,0,3,854,60,49,170,13,399,1037,1125,1125,266,298
75196,APoAugdz6nscL4HjF4Oryg,Allene,1181,2011-08-29,132,157,71,0,3,142,22,16,16,4,106,122,234,234,150,58
75256,TAzGPFt9x99JCYWtDmZDWg,Derrick,1164,2007-12-14,20,24,5,0,3,30,10,2,0,3,40,32,59,59,22,6
75484,ZRnsUs9q6DbeJbOLjCY4ZA,Kent,1564,2010-01-01,32,0,1,0,4,0,4,2,0,0,6,27,5,5,6,0
75683,s8nkbQAlrVPfg1u4anGKtw,Kelly,1555,2009-03-09,7903,7568,8516,0,3,755,79,49,78,44,924,3499,1556,1556,578,173
75799,WALNtcSZlONK4Yj-o3pzKA,Dan,1695,2007-12-19,25136,6643,5360,0,3,696,88,24,16,9,812,1486,1047,1047,280,306
76710,SYaAl8ra3rZnQ3lrDzIcYg,Ceren,1154,2014-08-23,10113,879,2101,0,3,349,92,13,135,3,831,1392,1111,1111,292,251
77026,ODsM6-_BvHt6-cqNylJn7g,Benny,1077,2012-03-10,221,327,140,0,4,73,13,19,2,1,45,110,156,156,104,43
77450,9v83UksZrkThOiE584GRBQ,Oulie,1130,2010-11-15,7847,6774,7557,0,4,252,41,25,8,3,91,372,394,394,231,69
77632,ya3mbvTaymecfrTc08SxhQ,Angela,1605,2008-02-03,7428,3512,5603,0,3,370,24,27,23,17,205,2027,687,687,252,100
77969,XiFzYeOUdkL1HxVFlPsHSA,Alan,1283,2010-07-02,54,61,38,0,3,47,13,8,1,1,27,59,78,78,36,3
77977,MnYfi2DODiZkLIwJFuwB2g,Bill,1298,2012-06-02,487,294,559,0,3,22,13,2,2,6,104,127,64,64,48,5
78284,ILvXe0EWKAH45eyUUxlv0g,Emily,2217,2008-01-09,3941,3698,3908,0,3,1893,376,359,323,270,939,2298,2184,2184,1053,512
78633,NXw0bCLF5ZtFMfhcj7CFSw,Tom,1187,2009-10-12,284,704,78,0,3,5,14,5,1,0,22,20,16,16,8,7
78842,B-s-8VUnuBjGTP3d01jsyw,Allie,1496,2008-02-20,1952,1233,1554,0,3,124,21,13,10,4,202,423,245,245,197,37
78881,3wB-JjsUjkvdNUDRnChsVg,Brandon,1076,2009-04-18,3609,607,15992,0,3,81,13,25,2,4,95,143,254,254,112,2
78939,is5vAvanYvmF-28i9no2LQ,Janna,1101,2011-03-26,235,76,118,0,3,77,3,0,0,0,59,51,80,80,46,36
79175,ouODopBKF3AqfCkuQEnrDg,Danan,1612,2010-04-09,15,24,18,0,3,54,13,17,9,1,59,69,81,81,58,4
79394,WqrwIIhDfNpf_B-K9jx4KA,Mimi,1296,2011-05-03,16112,15460,15558,0,4,452,85,50,12,10,247,492,455,455,329,62
79415,CY9iLsE2z_yLhLqJdD1WGw,Anthony,1256,2009-08-31,3868,655,1853,0,4,1228,200,132,32,16,1690,2256,2423,2423,1020,570
79474,JTVSbPB1EjjMu05JwWCP3A,Dan,1615,2012-12-22,613,75,26,0,3,9,4,0,0,1,21,50,18,18,13,18
79695,HYQoxBC1y1DGPq6pGP09Tw,Matt,1875,2006-06-20,12544,7368,11501,0,3,3597,166,251,257,54,771,1925,3934,3934,832,1169
80154,EID2miAhF8Z-XPHPzajhOA,Roger,1437,2009-07-12,35,19,24,0,4,1,2,0,0,0,9,12,10,10,2,0
80218,OHVhLKw_uIE7saIt_S-udw,Mike,1178,2008-09-06,4345,4212,4214,0,3,390,100,21,11,4,477,968,762,762,385,74
80337,A9RKvWz-as6hzSKS_xwVrw,Anh,1255,2007-06-22,1093,961,1250,0,3,2293,88,92,274,46,384,805,1639,1639,609,132
80518,1vh3MGM67d8HG2ZrkQfOXQ,Christopher,1201,2008-10-23,3976,1181,2998,0,3,120,32,49,6,13,197,139,155,155,113,101
80657,uZdFsE_aHbFBChgN6Xa8tw,Chris,1667,2007-02-12,313,423,129,0,3,83,17,12,16,2,55,145,106,106,37,20
80797,d8KR5c1ievS0C53h4fhEeQ,Kevin,1421,2011-09-26,12,49,14,0,3,17,9,2,0,0,25,38,53,53,29,26
80849,kZJWAY828P8QZTqVYzhTCg,Fancypants,1728,2008-12-12,8702,7005,8857,0,3,5401,92,274,192,35,984,2539,3817,3817,960,790
81035,j7Ew20Kh33lFEaUXW1rGNw,David,1046,2010-07-13,127,107,73,0,3,20,7,4,1,0,16,28,43,43,24,8
81366,lvGlIBv4xkHiQBnNOuRYZQ,Jonathan,1591,2009-02-13,344,179,196,0,3,45,22,3,12,9,88,189,166,166,65,10
81774,50wPDE_Gk936RYV7i4FJhw,Haroun,1012,2006-10-04,1951,1864,1863,0,3,95,15,5,3,4,50,65,66,66,51,2
81875,cKJ0r01eF7E-tYp2FQOyRA,Michelle,1725,2008-11-10,260,397,121,0,3,88,21,18,1,6,87,184,148,148,114,104
81912,BdMDq5SXlDU07wxErRohTw,Cath,1033,2007-07-17,318,87,99,0,3,87,13,13,6,1,38,106,181,181,50,17
81922,13f_vtUZEmlzweL91bmVng,Michelle,1003,2009-08-13,41650,41704,41701,0,4,12390,761,1183,1101,411,2339,6790,10233,10233,2555,11985
82061,Lb37hatAjI3fgHEh2lMNEw,Josh,1225,2007-05-29,102,162,166,0,3,20,5,4,0,2,26,67,72,72,30,4
82078,UuIr2WKA0gZRyRvWIlAduQ,Danielle,1158,2010-06-01,3451,228,898,0,3,184,24,6,9,16,100,205,250,250,113,18
82183,xoNpQ_DnzNuTbkFPPO0Lgw,Kitty,1033,2008-09-06,427,362,343,0,3,250,11,1,3,1,411,146,213,213,90,113
82725,9zK9ZYmGa0ciHf2NlucboQ,Joshua,1480,2006-07-29,170,131,131,0,3,29,12,7,3,0,51,52,50,50,15,22
82914,oqCtfkf3IcwLF7A5iLlxlQ,Andrea,1362,2013-11-24,73,65,185,0,3,10,3,6,0,0,10,26,31,31,23,11
82936,q_QQ5kBBwlCcbL1s4NVK3g,Jane,1210,2005-03-14,51934,7199,19199,0,3,1706,162,188,361,147,1206,5674,2538,2538,814,320
83235,QjNjVF-ZdWr-P4zUzXwpVA,Jessica,1187,2008-01-28,537,89,170,0,3,278,63,18,18,4,147,313,417,417,82,24
83328,41HLwXnR0Lm3NUp01cIOQg,Mona,1245,2008-05-03,215,160,158,0,3,220,45,22,41,39,109,180,284,284,212,212
83514,vXrUBAIN4aoCt7F5p0kU_g,Michelle,1769,2007-10-03,207,148,268,0,4,70,20,5,2,0,53,58,95,95,45,8
83813,rW-iz5OKzzp2WOHh-CC9uQ,Stan,1201,2009-07-11,18,11,1,0,3,7,5,1,1,0,20,33,25,25,11,1
83903,rQrqrb5dFztAeFYwyqbygA,Caroline,1179,2006-07-21,1380,1283,1296,0,3,2723,212,233,588,121,977,1584,1560,1560,389,157
84001,j5ezF5mEGpnDwdTmAHci7Q,Albert,1677,2008-06-16,180,88,163,0,3,50,11,8,2,12,46,118,104,104,38,6
84166,w7RP1MZad3YO7Vjgp3s3Dg,Claudine,1087,2008-03-17,368,35,8,0,3,24,7,6,8,0,17,31,41,41,21,20
84936,tGgTIueZy1JNTzQD9rkZLQ,Jenny,1191,2007-12-27,818,429,189,0,3,925,38,32,75,5,157,583,680,680,273,103
84951,pbrmg9XPaGQbbFiuqL1_SQ,Jennifer,1027,2009-08-18,399,97,208,0,3,60,9,2,2,6,52,114,98,98,34,4
84992,JADdo9NEeO5Az9aOYbyvZA,"Manda Bear",1660,2008-03-28,2193,671,2393,0,4,1510,82,70,188,32,452,786,1108,1108,387,782
85380,gf4tyQgQOtVMkOdvveRHVA,Henry,1495,2008-02-05,2663,2893,2397,0,3,191,16,10,26,2,133,559,356,356,68,16
85715,gbx3IYFKB-36HhV5wM3G1w,Dawn,1037,2007-07-19,725,441,664,0,3,408,39,26,52,13,288,751,386,386,82,44
86375,x0i6NgHySrXWgb17gVMTuQ,Alice,1216,2007-07-07,16,29,8,0,3,21,3,3,1,2,16,25,49,49,32,8
86483,W7DI4hNfWCw1ymJh98plhA,Chanel,1502,2009-10-09,2335,2235,2262,0,4,916,80,76,81,16,302,1124,1070,1070,518,228
87708,R-c5M0iJkMxxTxIqTQQZ8w,Yo,1046,2009-05-23,184,57,20,0,2,2,1,1,0,0,19,14,3,3,8,0
90060,EiwxlbR8fb68lMgEXhcWKA,Lorrie,2921,2008-11-07,74,56,37,0,3,1292,125,74,94,29,340,666,1231,1231,540,122
90061,rXvsM4vsvrhmLKXu10HRbQ,Sam,1949,2011-11-13,123,9,46,0,3,118,38,20,14,0,188,545,309,309,130,196
90063,0dIvVs3PY64bE3PZF-8V8A,Lorraine,1469,2012-06-25,1539,646,907,0,3,183,9,11,8,5,252,1047,624,624,77,74
92261,lCB2P0vuS1M7rdhRSI2Cyw,Katherine,1086,2007-04-30,6877,6476,17692,0,3,1542,139,303,116,18,558,1780,2151,2151,582,103
92264,AX7PN-tAH5vUO5KRbKEVZQ,Matthieu,1097,2012-11-05,359,22,11,0,3,22,7,1,6,2,47,193,60,60,8,17
95004,Da_ZO8lKwIacljqKUJbAlw,Jill,1514,2005-09-22,89,213,181,0,4,175,26,10,39,22,78,117,227,227,42,19
95050,g5qD10shooDJEPjt6miMrw,Lyn,1129,2007-06-30,265,214,268,0,3,315,34,13,34,24,111,232,397,397,82,9
95396,6xkY3nZJMYeNpyBvKoFloQ,Christine,1025,2008-02-01,10947,5946,8267,0,4,1059,72,41,78,68,564,2449,1931,1931,535,89
95401,ep8NBpLx5cfwy2CaE7cG4A,Helen,1085,2010-05-02,9,9,9,0,3,86,7,3,1,5,41,161,136,136,167,46
95411,sDGwhNAQIubV36t_fex6VA,Jai,1366,2008-02-19,3221,1421,3808,0,3,620,133,63,50,49,514,1080,1007,1007,266,121
95938,-vjSUjoYYROCHImyLenDNA,Audrey,1082,2011-02-21,13,6,1,0,3,3,1,2,2,0,17,28,2,2,7,2
96522,aIzN19RssPWSw9nDCPXU3A,Jonathan,1125,2008-12-31,109,60,42,0,3,88,12,7,1,0,78,128,177,177,109,16
103620,kS1MQHYwIfD0462PE61IBw,Rob,4312,2007-08-25,434,21,23,0,3,465,85,23,14,73,227,524,728,728,197,101
103750,0juzbrgcLHqobdK-OZAyiw,Daniel,1182,2008-04-24,27341,27353,27310,0,3,9117,573,1075,741,435,2729,10388,12195,12195,4278,8697
103902,ySqKXdWrWSsMk9hHAORlSA,Phillip,1204,2009-11-12,55,51,50,0,4,13,6,2,0,6,16,48,27,27,41,2
103945,AbMjnKOwg736fcIu8apuyQ,Michael,2179,2010-05-16,59157,48252,69788,0,3,4949,691,763,95,248,1567,9873,9805,9805,5638,10548
103968,ypm9IB9iZkwY71FKkYeLkg,Angela,1577,2007-04-12,656,637,642,0,3,491,63,32,36,43,237,395,869,869,261,59
104296,mJCK1qpsCkKePozYIrIT-g,Mac,1049,2009-01-05,32484,17562,30046,0,3,1338,130,239,125,137,573,1687,2055,2055,878,713
104973,wce0tudXf9BCeWhQRr0TiA,Darya,1270,2009-09-28,109,174,63,0,3,36,6,7,4,0,27,37,47,47,32,10
105014,SIZOfo7jTjCXnL8ZtpM2aw,Lucy,1366,2009-11-15,6672,5838,6244,0,4,2586,269,282,98,150,758,2435,2594,2594,1600,1720
105072,WG3w_73scm_JUWJ_3Lgn0Q,Jack,3492,2011-06-29,12296,3154,15796,0,3,1211,247,65,42,56,1488,4562,2892,2892,1268,1400
105359,H74c_2LheXJmtEJd2EV6WQ,Kathy,1221,2009-03-24,70,63,14,0,3,17,9,5,3,1,22,28,44,44,49,12
105366,x1paA3aUHJTurbtFkBSOGg,Tiff,1007,2008-09-24,365,292,337,0,3,832,26,14,105,2,126,95,287,287,78,49
106520,gk5BjGoT--YRci9ZJ_WElQ,Eileen,1307,2007-10-11,5,6,3,0,3,78,14,4,18,0,38,66,77,77,45,5
106546,aVaa64zb_-d6VTY3XcXyIQ,Jane,1412,2008-03-31,517,348,336,0,3,519,15,26,22,2,110,151,295,295,364,110
107623,-shHTy1CEmSMPVSehdASaw,Doctor,1596,2009-03-26,856,25,8,0,3,0,3,2,0,1,11,11,5,5,8,0
108764,tXhscxwFTd-ayLTdPx_2yA,Jonah,1357,2008-11-15,84,35,17,0,3,13,10,4,0,1,18,25,29,29,13,0
109126,pnfVIB7UhvCQ7X2K0Q2XIw,Retired,1889,2006-09-17,173,140,52,0,3,90,13,21,21,12,34,110,132,132,43,40
109130,_KDforIDsQS6bIaJi0_V0g,Elysse,1236,2010-04-10,615,379,185,0,3,397,45,32,55,16,170,251,361,361,297,175
109433,m3FleKsUG-1UNqJsJZid9A,Jin,1144,2007-01-09,131,104,80,0,4,190,25,40,22,21,94,132,251,251,87,53
109909,e1FuiYSV1v29q2OTR9ojBA,Darling,1282,2006-04-17,475,870,480,0,3,1351,100,49,232,40,359,410,955,955,163,72
110253,pRfWy61wU9e1nrCVrOEWLA,Richard,1409,2008-06-16,605,244,126,0,3,37,11,13,4,8,42,49,102,102,38,15
110342,p4-tNsuQB6O11lp77KZKJg,H,1271,2009-10-02,720,75,324,0,3,89,5,0,1,1,22,81,49,49,10,4
110345,w57Yn8npGhdDHmHFGKk2jA,Cheri,1551,2007-01-27,7004,3835,5890,0,3,416,55,46,51,9,401,641,784,784,137,149
111132,w0Yyvns5BCIL5s_7JuFrug,Jeremy,1125,2010-01-31,72,58,73,0,3,67,31,4,2,2,50,101,235,235,105,110
111331,jveIBHpWOfZFv24luiDjPA,David,1198,2008-12-15,163,18,44,0,4,8,3,0,3,0,30,29,32,32,14,11
111677,Z88N6qly3Dp5C06XbZ9IMQ,Janice,2054,2006-10-22,23480,23032,24395,0,3,18390,976,1489,1428,349,2953,6620,11047,11047,4034,6238
112318,5MCBLBxr10NLUKZ4AboAMg,Colleen,2736,2006-09-07,37425,29352,28815,0,4,3824,316,369,717,251,2713,7557,4504,4504,1132,519
112668,v-HcprOKPC1_F5_15t4JDw,Christopher,1494,2006-10-22,292,201,232,0,3,80,15,15,0,4,86,128,124,124,79,4
112809,lMY8NBPyzlPbbu-KBYfD9A,Christy,1115,2011-06-04,17818,6940,13866,0,4,1784,115,214,43,32,813,2720,2103,2103,546,1259
112841,EO1Cz15wYnHQ0aGc9T6tzw,Franco,2202,2007-05-10,13432,1281,4865,0,3,704,81,81,18,27,341,694,1261,1261,295,18
112930,SFBfsySKt-Rb5aBovef78w,Jen,1058,2006-12-12,2254,1129,2036,0,4,619,29,34,55,20,189,439,692,692,133,51
113075,D2WBLgdkgS69phazNyk8fA,Cynthia,1225,2008-02-19,107,34,24,0,3,43,9,5,8,4,35,51,47,47,26,17
113131,F262q88zc7zsdEeNCzcA0A,Siobhan,1064,2008-01-29,199,207,97,0,3,59,6,3,12,0,26,47,63,63,46,12
113139,drrUNO_oPVFTCl0Piew-0Q,Rachel,1089,2008-04-05,52,22,9,0,3,19,6,7,5,1,43,50,48,48,47,16
113145,a4seSZMF9QxPBGAJ9MjaPw,Stephanie,1241,2008-08-12,2535,2189,2322,0,3,59,18,8,8,1,77,104,89,89,64,22
113973,psvC7bj9A5Sn0NU3QVvE8Q,Daniel,1326,2007-08-07,4670,1358,3630,0,3,165,12,22,9,16,234,471,272,272,88,190
114172,hN03Wim4nDQ-824277aEsQ,Tyler,1237,2010-01-31,11,0,3,0,3,9,3,3,0,1,5,9,18,18,12,3
114323,I1dKh4olStlU7i-hEi4_TQ,Irene,1323,2008-08-26,93,10,4,0,3,15,0,1,5,0,7,7,15,15,8,2
114345,ZiO2Wr41kZ4Vz64aheBFPQ,AL,1055,2009-04-10,311,43,116,0,3,4,6,2,1,1,19,25,20,20,5,6
114392,IlGYj_XAMG3v75rfmtBs_Q,Dominik,1135,2015-05-16,1,0,0,0,4,0,1,0,0,0,6,2,2,2,1,3
114914,lfX4Ay6lYeWQ2kSdAxJaDg,Truong,1131,2013-02-25,2119,2072,2058,0,3,812,45,11,1,1,195,178,825,825,211,129
114934,kroQYWSj-BhIEXT4VwLRHA,David,1376,2008-09-09,6847,1110,3712,0,3,1066,120,34,33,2,406,774,1223,1223,519,511
114992,iCYMf_sHRevmzWg8la-LVw,Denise,2100,2008-04-18,692,586,460,0,3,617,80,77,30,17,276,751,882,882,432,151
115061,lConjPFTZqz4zWELK_EJtw,Keila,1970,2007-12-30,467,396,415,0,3,1259,221,147,49,59,480,1605,1837,1837,859,1216
115536,rQLEfpfSjVK-3dBmIMKZDA,Luke,1083,2012-02-12,2,3,2,0,3,11,12,4,1,5,26,39,23,23,46,13
115602,0uEqdNTVj-I7zM83bbcgsg,Monica,1062,2009-08-27,38,18,16,0,3,207,21,20,50,15,74,139,211,211,203,85
115688,Khe-fzQpJ0xPlPwFckBjHA,Mike,1110,2012-07-09,524,174,480,0,3,49,15,7,1,1,69,113,118,118,99,33
116294,cJCYCEfDL4n5TgU9y8RTWg,Allister,1247,2009-04-27,18,7,4,0,4,49,13,10,4,1,36,55,58,58,38,13
